chName,style,歌入／無,テンポ,説明文,備考
閉店案内コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,
免税対応コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに安心してお買い物をお楽しみいただけるよう、免税でのお会計に対応している旨のコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,
各種クレジットカード対応案内コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,
ラストオーダーコメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,まもなくラストオーダーの時間となる旨を告げるコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、海外からお越しのお客様へのご案内としてご利用いただけます。,
インバウンド向け小売コメント （日英中韓） くつろぎのイージーリスニング,リピート放送,無,スロー～ミドル,海外からお越しの旅⾏者のみなさまへ感謝の気持ちをお伝えする来店コメントや、免税対応、各種クレジットカード対応の旨のコメントを3曲ごとに1回ランダムでお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多い小売店でのご案内としてご利用いただけます。,
インバウンド向け小売コメント （日英中韓） 海外で人気のJ-POP／アニソン,リピート放送,入,オール,海外からお越しの旅⾏者のみなさまへ感謝の気持ちをお伝えする来店コメントや、免税対応、各種クレジットカード対応の旨のコメントを3曲ごとに1回ランダムでお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多い小売店でのご案内としてご利用いただけます。,
来店案内コメント （インバウンド向け）（日英中タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、英語、中国語、タイ語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,
まもなく閉店コメント （インバウンド向け）（日英中タイ）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、英語、中国語、タイ語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,
閉店案内コメント （インバウンド向け）（日英中タイ）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、英語、中国語、タイ語に対応していますので、東南アジア系外国人観光客の多いお店でのご案内としてご利用いただけます。,
免税対応コメント （インバウンド向け）（日英中タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに安心してお買い物をお楽しみいただけるよう、免税でのお会計に対応している旨のコメントをお届けします。日本語、英語、中国語、タイ語に対応していますので、東南アジア系外国人観光客の多いお店でのご案内としてご利用いただけます。,
各種クレジットカード対応案内コメント （インバウンド向け）（日英中タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、英語、中国語、タイ語に対応していますので、東南アジア系外国人観光客の多いお店でのご案内としてご利用いただけます。,
ラストオーダーコメント （インバウンド向け）（日英中タイ）,リピート放送,－,ミドル,まもなくラストオーダーの時間となる旨を告げるコメントをお届けします。日本語、英語、中国語、タイ語に対応していますので、東南アジア系外国人のお客様へのご案内としてご利用いただけます。,
インバウンド向け小売コメント （日英中タイ） くつろぎのイージーリスニング,リピート放送,無,スロー～ミドル,海外からお越しの旅⾏者のみなさまへ感謝の気持ちをお伝えする来店コメントや、免税対応、各種クレジットカード対応の旨のコメントを3曲ごとに1回ランダムでお届けします。日本語、英語、中国語、タイ語に対応していますので、東南アジア系外国人観光客の多い小売店でのご案内としてご利用いただけます。,
インバウンド向け小売コメント （日英中タイ） 海外で人気のJ-POP／アニソン,リピート放送,入,オール,海外からお越しの旅⾏者のみなさまへ感謝の気持ちをお伝えする来店コメントや、免税対応、各種クレジットカード対応の旨のコメントを3曲ごとに1回ランダムでお届けします。日本語、英語、中国語、タイ語に対応していますので、東南アジア系外国人観光客の多い小売店でのご案内としてご利用いただけます。,
店内コメント （来店案内）,リピート放送,－,ミドル,爽やかなBGMにのせて、3分に1回女性の明るい声で来店コメントを放送。お客様への感謝の気持ちをお伝えします。コメントは「いらっしゃいませ。本日のご来店、誠にありがとうございます。」から始まり、季節の話題を盛り込んでいます。幅広い業種でお使いいただける内容にしています。BGMも好感度の高い軽やかなイージーリスニングを採用していますので、年代・性別を問わず、あらゆる店舗で安心してお使いいただけます。,
店内コメント （閉店案内）,リピート放送,－,スロー,閉店の旨を告げる優しい女性のコメントを日本語と英語で放送しています。コメントのBGMに「蛍の光」が流れているので、来店中のお客様へ不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
店内コメント （開店案内）,リピート放送,－,ミドル,大切な開店時を爽やかに演出するためのチャンネルです。軽快なBGMに乗せて、優しい女性の声で開店時刻であることをご案内します。数あるショッパーズ・ツール・チャンネルの中で最も利用率の高いこのチャンネルで、お店の開店時の「さぁ!今から!!」という雰囲気を盛り上げてください。またコメントは同内容の日本語と英語を交互に放送していますので、海外からのお客様に対してのケアも万全です。,5分に2回のコメント・サイクル 
店内コメント （休店案内）,リピート放送,－,ミドル,お店の休業日情報をお客様に不快感なくお伝えするためのチャンネルです。爽やかなBGMにのせた優しい女性の声で、明日が休業日であることを穏やかにご案内します。また通常の定休日はもちろん、急にお休みとする場合にも対応できますので、営業的に強い味方になります。コメントは、同じ内容で日本語と英語を交互に放送しています。海外からのお客様に対してのケアも可能です。,5分に2回のコメント・サイクル 
熱中症対策コメント,リピート放送,－,ミドル,熱中症予防と対策に関する注意喚起アナウンスをお届けします。涼しい服装や帽子の着用、こまめな水分・塩分補給、室内での温度管理など、屋内外を問わず実践できる方法をご案内します。安全に暑い時期を乗り切るための情報を分かりやすくお伝えします。　　　,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、タイ語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日英中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、英語、中国語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日英韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、英語、韓国語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日英タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、英語、タイ語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、中国語、韓国語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日中タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、中国語、タイ語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
来店案内コメント （インバウンド向け）（日韓タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ感謝の気持ちをお伝えする来店コメントをお届けします。日本語、韓国語、タイ語に対応していますので、外国人観光客の多いお店での店内演出にご利用いただけます。,5分に1回のコメント・サイクル
まもなく閉店コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、英語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、中国語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、韓国語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日タイ）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、タイ語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日英中）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、英語、中国語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日英韓）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、英語、韓国語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日英タイ）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、英語、タイ語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日中韓）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、中国語、韓国語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日中タイ）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、中国語、タイ語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
まもなく閉店コメント （インバウンド向け）（日韓タイ）,リピート放送,－,ミドル,まもなく閉店の時間となる旨を告げるコメントをお届けします。日本語、韓国語、タイ語に対応していますので、海外からお越しのお客様へも不愉快な印象を与えずにスムーズな閉店の作業を行なっていただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日タイ）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日英中）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、英語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日英韓）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、英語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日英タイ）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、英語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日中韓）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日中タイ）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、中国語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
閉店案内コメント （インバウンド向け）（日韓タイ）,リピート放送,－,ミドル,閉店のご案内と、来店の感謝の旨を告げるコメントをお届けします。日本語、韓国語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に2回のコメント・サイクル 
各種クレジットカード対応案内コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日英中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、英語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日英韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、英語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日英タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、英語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日中タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、中国語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
各種クレジットカード対応案内コメント （インバウンド向け）（日韓タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種クレジットカード及び銀聯カードもご利用いただけます旨のコメントをお届けします。日本語、韓国語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
免税対応コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに安心してお買い物をお楽しみいただけるよう、免税でのお会計に対応している旨のコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
免税対応コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに安心してお買い物をお楽しみいただけるよう、免税でのお会計に対応している旨のコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
免税対応コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに安心してお買い物をお楽しみいただけるよう、免税でのお会計に対応している旨のコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
免税対応コメント （インバウンド向け）（日タイ）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに安心してお買い物をお楽しみいただけるよう、免税でのお会計に対応している旨のコメントをお届けします。日本語、タイ語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
ラストオーダーコメント （インバウンド向け）（日英）,リピート放送,－,ミドル,まもなくラストオーダーの時間となる旨を告げるコメントをお届けします。日本語、英語に対応していますので、海外からお越しのお客様へのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
ラストオーダーコメント （インバウンド向け）（日中）,リピート放送,－,ミドル,まもなくラストオーダーの時間となる旨を告げるコメントをお届けします。日本語、中国語に対応していますので、海外からお越しのお客様へのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
ラストオーダーコメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,まもなくラストオーダーの時間となる旨を告げるコメントをお届けします。日本語、韓国語に対応していますので、海外からお越しのお客様へのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
ラストオーダーコメント （インバウンド向け）（日タイ）,リピート放送,－,ミドル,まもなくラストオーダーの時間となる旨を告げるコメントをお届けします。日本語、タイ語に対応していますので、海外からお越しのお客様へのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類・タバコ販売禁止コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類およびタバコの販売は行っていない旨のコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類・タバコ販売禁止コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類およびタバコの販売は行っていない旨のコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類・タバコ販売禁止コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類およびタバコの販売は行っていない旨のコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類・タバコ販売禁止コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類およびタバコの販売は行っていない旨のコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類販売禁止コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類の販売は行っていない旨のコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類販売禁止コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類の販売は行っていない旨のコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類販売禁止コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類の販売は行っていない旨のコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類販売禁止コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類の販売は行っていない旨のコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満へのタバコ販売禁止コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方へのタバコの販売は行っていない旨のコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満へのタバコ販売禁止コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方へのタバコの販売は行っていない旨のコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満へのタバコ販売禁止コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方へのタバコの販売は行っていない旨のコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満へのタバコ販売禁止コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方へのタバコの販売は行っていない旨のコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類提供禁止コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類の提供は行っていない旨のコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類提供禁止コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類の提供は行っていない旨のコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類提供禁止コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類の提供は行っていない旨のコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
２０歳未満への酒類提供禁止コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、20歳未満の方への酒類の提供は行っていない旨のコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
キャッシュレス対応コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種キャッシュレス対応がご利用いただけます旨のコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
キャッシュレス対応コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種キャッシュレス対応がご利用いただけます旨のコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
キャッシュレス対応コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種キャッシュレス対応がご利用いただけます旨のコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
キャッシュレス対応コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまへ、お会計は各種キャッシュレス対応がご利用いただけます旨のコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
店内飲食禁止コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、店内での飲食はご遠慮いただいている旨をご案内するコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
店内飲食禁止コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、店内での飲食はご遠慮いただいている旨をご案内するコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
店内飲食禁止コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、店内での飲食はご遠慮いただいている旨をご案内するコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
店内飲食禁止コメント （インバウンド向け）（日韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、店内での飲食はご遠慮いただいている旨をご案内するコメントをお届けします。日本語、韓国語に対応していますので、外国人観光客の多いお店でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
館内飲食禁止コメント （インバウンド向け）（日英中韓）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、館内での飲食はご遠慮いただいている旨をご案内するコメントをお届けします。日本語、英語、中国語、韓国語に対応していますので、外国人観光客の多い施設でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
館内飲食禁止コメント （インバウンド向け）（日英）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、館内での飲食はご遠慮いただいている旨をご案内するコメントをお届けします。日本語、英語に対応していますので、外国人観光客の多い施設でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
館内飲食禁止コメント （インバウンド向け）（日中）,リピート放送,－,ミドル,海外からお越しの旅行者のみなさまに、館内での飲食はご遠慮いただいている旨をご案内するコメントをお届けします。日本語、中国語に対応していますので、外国人観光客の多い施設でのご案内としてご利用いただけます。,5分に1回のコメント・サイクル
